record_id,model_name,api_model_requested,api_model_returned,provider,endpoint_base,batch,region,reasoning,model_year,temperature_requested,temperature_effective,temp_range_used,seed,request_timestamp_utc,response_timestamp_utc,latency_ms,api_request_id,response_id,system_fingerprint,finish_reason,prompt_tokens,completion_tokens,total_tokens,prompt_sha256,raw_response_text,parse_status,n_nouns_parsed,noun_0,noun_1,noun_2,noun_3,noun_4,noun_5,noun_6,noun_7,noun_8,noun_9,dat_score,collector_version
,Hunyuan-Hy3,hy3,hy3,hunyuan,https://tokenhub.tencentmaas.com/v1,collect_2026_n150,Eastern,No,2026,1.0,1.0,0-2,,2026-07-15T11:40:08.014Z,2026-07-15T11:40:10.052Z,2038,,fea1c80f-a585-451e-9d17-4ba39e12147c,,stop,153,20,173,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"apple, mountain, freedom, spoon, cloud, dog, book, sadness, chair, fire",ok,10,apple,mountain,freedom,spoon,cloud,dog,book,sadness,chair,fire,,git:ba921d7
,Hunyuan-Hy3,hy3,hy3,hunyuan,https://tokenhub.tencentmaas.com/v1,collect_2026_n150,Eastern,No,2026,1.0,1.0,0-2,,2026-07-15T11:40:10.053Z,2026-07-15T11:40:11.838Z,1785,,6033a99a-2f51-45df-a19d-faac368dfc2c,,stop,153,20,173,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"apple, mountain, clock, freedom, dog, book, ocean, chair, happiness, spoon",ok,10,apple,mountain,clock,freedom,dog,book,ocean,chair,happiness,spoon,,git:ba921d7
,DeepSeek-V4-Flash-TH,deepseek-v4-flash,deepseek-v4-flash,hunyuan,https://tokenhub.tencentmaas.com/v1,collect_2026_n150,Eastern,No,2026,1.0,1.0,0-2,,2026-07-15T11:40:09.015Z,2026-07-15T11:40:13.264Z,4249,,7ce66731-6a97-42bb-95a4-b3ca726b6a92,,stop,144,305,449,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"love, mountain, book, tree, water, time, cloud, chair, dog, idea",ok,10,love,mountain,book,tree,water,time,cloud,chair,dog,idea,,git:ba921d7
,Hunyuan-Hy3,hy3,hy3,hunyuan,https://tokenhub.tencentmaas.com/v1,collect_2026_n150,Eastern,No,2026,1.0,1.0,0-2,,2026-07-15T11:40:11.839Z,2026-07-15T11:40:13.643Z,1804,,b1a28e2c-2810-4872-8bd5-aebb368891a1,,stop,153,20,173,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"apple, mountain, idea, spoon, shadow, clock, river, freedom, shoe, cloud",ok,10,apple,mountain,idea,spoon,shadow,clock,river,freedom,shoe,cloud,,git:ba921d7
,Hunyuan-Hy3,hy3,hy3,hunyuan,https://tokenhub.tencentmaas.com/v1,collect_2026_n150,Eastern,No,2026,1.0,1.0,0-2,,2026-07-15T11:40:13.765Z,2026-07-15T11:40:15.622Z,1856,,489aebfe-fa47-4289-a892-0ad7e8eb8c3d,,stop,153,20,173,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"apple, mountain, idea, shoe, clock, freedom, dog, river, book, silence",ok,10,apple,mountain,idea,shoe,clock,freedom,dog,river,book,silence,,git:ba921d7
,Hunyuan-Hy3,hy3,hy3,hunyuan,https://tokenhub.tencentmaas.com/v1,collect_2026_n150,Eastern,No,2026,1.0,1.0,0-2,,2026-07-15T11:40:15.622Z,2026-07-15T11:40:17.363Z,1740,,bc2e61a8-154f-4ec1-a2ea-df407d249f80,,stop,153,20,173,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"banana, mountain, freedom, spoon, clock, idea, elephant, book, sadness, river",ok,10,banana,mountain,freedom,spoon,clock,idea,elephant,book,sadness,river,,git:ba921d7
,DeepSeek-V4-Flash-TH,deepseek-v4-flash,deepseek-v4-flash,hunyuan,https://tokenhub.tencentmaas.com/v1,collect_2026_n150,Eastern,No,2026,1.0,1.0,0-2,,2026-07-15T11:40:13.265Z,2026-07-15T11:40:17.557Z,4292,,20996a4b-089d-43ca-8509-e65000089df0,,stop,144,262,406,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, sadness, book, river, thunder, chair, freedom, apple, mountain, mirror",ok,10,cloud,sadness,book,river,thunder,chair,freedom,apple,mountain,mirror,,git:ba921d7
,Hunyuan-Hy3,hy3,hy3,hunyuan,https://tokenhub.tencentmaas.com/v1,collect_2026_n150,Eastern,No,2026,1.0,1.0,0-2,,2026-07-15T11:40:17.363Z,2026-07-15T11:40:19.083Z,1719,,c7771af3-b5a5-49fc-a30b-03a03d2b7ae8,,stop,153,20,173,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"apple, mountain, freedom, clock, sadness, spoon, galaxy, dog, book, silence",ok,10,apple,mountain,freedom,clock,sadness,spoon,galaxy,dog,book,silence,,git:ba921d7
,Hunyuan-Hy3,hy3,hy3,hunyuan,https://tokenhub.tencentmaas.com/v1,collect_2026_n150,Eastern,No,2026,1.0,1.0,0-2,,2026-07-15T11:40:19.083Z,2026-07-15T11:40:20.770Z,1687,,7e25065d-4e90-44a6-9e14-ef3cc806ec7a,,stop,153,20,173,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"apple, mountain, freedom, clock, elephant, dream, book, ocean, spoon, justice",ok,10,apple,mountain,freedom,clock,elephant,dream,book,ocean,spoon,justice,,git:ba921d7
,Hunyuan-Hy3,hy3,hy3,hunyuan,https://tokenhub.tencentmaas.com/v1,collect_2026_n150,Eastern,No,2026,1.0,1.0,0-2,,2026-07-15T11:40:20.770Z,2026-07-15T11:40:22.607Z,1836,,0c4d067a-e343-4bec-928c-6d3875be4406,,stop,153,20,173,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"apple, mountain, freedom, clock, dream, spoon, elephant, ocean, book, anger",ok,10,apple,mountain,freedom,clock,dream,spoon,elephant,ocean,book,anger,,git:ba921d7
