record_id,model_name,api_model_requested,api_model_returned,provider,endpoint_base,batch,region,reasoning,model_year,temperature_requested,temperature_effective,temp_range_used,seed,request_timestamp_utc,response_timestamp_utc,latency_ms,api_request_id,response_id,system_fingerprint,finish_reason,prompt_tokens,completion_tokens,total_tokens,prompt_sha256,raw_response_text,parse_status,n_nouns_parsed,noun_0,noun_1,noun_2,noun_3,noun_4,noun_5,noun_6,noun_7,noun_8,noun_9,dat_score,collector_version
cn100_000001,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n100,Western,No,2026,0.5,1.0,0-1,,2026-07-15T08:03:25.642Z,2026-07-15T08:03:31.082Z,5440,req_011Cd3VerdUbRz2uTiUHF6dw,msg_011Cd3Very4WfyvC77J1GCM1,,end_turn,205,79,284,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, justice, spoon, volcano, whale, melody, bicycle, sadness, mushroom, algebra",ok,10,cloud,justice,spoon,volcano,whale,melody,bicycle,sadness,mushroom,algebra,,git:59c79cb
cn100_000002,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n100,Western,No,2026,0.5,1.0,0-1,,2026-07-15T08:03:31.197Z,2026-07-15T08:03:38.402Z,7205,req_011Cd3VfGi4yCfQg6yx3hsQU,msg_011Cd3VfGxhEBcck5KgiYn2y,,end_turn,205,117,322,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, justice, spoon, volcano, laughter, bicycle, hunger, ocean, memory, thunder",ok,10,cloud,justice,spoon,volcano,laughter,bicycle,hunger,ocean,memory,thunder,,git:59c79cb
cn100_000003,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n100,Western,No,2026,0.5,1.0,0-1,,2026-07-15T08:03:38.737Z,2026-07-15T08:03:44.231Z,5494,req_011Cd3VfpSHtixAJFVsKBUNH,msg_011Cd3VfpfRsHrBb65EdstjE,,end_turn,205,97,302,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"spoon, volcano, jealousy, octopus, algebra, thunder, ankle, democracy, yogurt, moon",ok,10,spoon,volcano,jealousy,octopus,algebra,thunder,ankle,democracy,yogurt,moon,,git:59c79cb
cn100_000004,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n100,Western,No,2026,0.5,1.0,0-1,,2026-07-15T08:03:44.504Z,2026-07-15T08:03:49.622Z,5118,req_011Cd3VgFRCvFSSeY6qjEGiw,msg_011Cd3VgFiK9KvZT31jRNLUv,,end_turn,205,78,283,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"volcano, whisper, spoon, jealousy, jellyfish, algebra, sock, thunder, democracy, mushroom",ok,10,volcano,whisper,spoon,jealousy,jellyfish,algebra,sock,thunder,democracy,mushroom,,git:59c79cb
cn100_000005,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n100,Western,No,2026,0.5,1.0,0-1,,2026-07-15T08:03:49.955Z,2026-07-15T08:03:57.937Z,7982,req_011Cd3VgeK7Fhc97MVL8a2pg,msg_011Cd3VgegCCDHpd4tLu8bp7,,end_turn,205,95,300,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, justice, spoon, elephant, whisper, volcano, sadness, bicycle, mushroom, century",ok,10,cloud,justice,spoon,elephant,whisper,volcano,sadness,bicycle,mushroom,century,,git:59c79cb
cn100_000006,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n100,Western,No,2026,0.5,1.0,0-1,,2026-07-15T08:03:58.065Z,2026-07-15T08:04:05.243Z,7178,req_011Cd3VhF6PYcTr4wQmkPp6a,msg_011Cd3VhFK313jh2VKBMAqx3,,end_turn,205,88,293,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"spoon, freedom, volcano, jellyfish, whisper, algebra, umbrella, jealousy, harvest, gravity",ok,10,spoon,freedom,volcano,jellyfish,whisper,algebra,umbrella,jealousy,harvest,gravity,,git:59c79cb
cn100_000007,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n100,Western,No,2026,0.5,1.0,0-1,,2026-07-15T08:04:05.244Z,2026-07-15T08:04:11.944Z,6700,,msg_011Cd3VhqkUNN8si6PyaP1b2,,end_turn,205,94,299,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, justice, hammer, elephant, whisper, banana, bicycle, sadness, volcano, century",ok,10,cloud,justice,hammer,elephant,whisper,banana,bicycle,sadness,volcano,century,,git:59c79cb
cn100_000008,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n100,Western,No,2026,0.5,1.0,0-1,,2026-07-15T08:04:12.345Z,2026-07-15T08:04:21.640Z,9294,req_011Cd3ViJUpFK9MkhA1T5QCe,msg_011Cd3ViK3YjGt5Y2F2sT7YK,,end_turn,205,100,305,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, freedom, spoon, volcano, whisper, jellyfish, algebra, bicycle, honey, ghost",ok,10,cloud,freedom,spoon,volcano,whisper,jellyfish,algebra,bicycle,honey,ghost,,git:59c79cb
cn100_000009,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n100,Western,No,2026,0.5,1.0,0-1,,2026-07-15T08:04:21.640Z,2026-07-15T08:04:27.412Z,5772,req_011Cd3Viycn2qAqYAzpMmFW8,msg_011Cd3VizVrUPxE6bDePt19V,,end_turn,205,77,282,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, justice, spoon, volcano, laughter, bacteria, spaceship, poetry, ankle, money",ok,10,cloud,justice,spoon,volcano,laughter,bacteria,spaceship,poetry,ankle,money,,git:59c79cb
cn100_000010,Claude-Fable-5,claude-fable-5,claude-fable-5,anthropic,https://api.anthropic.com/v1,collect_2026_n100,Western,No,2026,0.5,1.0,0-1,,2026-07-15T08:04:27.412Z,2026-07-15T08:04:34.406Z,6993,,msg_011Cd3VjQgu5KrqzyokSSitN,,end_turn,205,97,302,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"cloud, hammer, justice, banana, whale, sadness, volcano, whisper, bicycle, century",ok,10,cloud,hammer,justice,banana,whale,sadness,volcano,whisper,bicycle,century,,git:59c79cb
